publication_number,title,filing_date,grant_date,family_id,assignees,cpc_codes,domains,country,filing_year
KR-101234286-B1,Resource Circulation System and Energy Method of Organic Waste like Livestock Manure,20121123,20130228,47899697,JEON TECH CO LTD,C02F11/00 | C02F11/04 | C02F | C02F2201/002 | C02F11/02 | C02F2201/00,Water Treatment,South Korea,2012
KR-101247524-B1,Hangover Relief Composition Containing Taraseon,20120625,20130326,48182564,DBIO,A61K31/00 | A61K31/12 | A61K36/00 | A61K36/41 | A61K | A61K36/18 | A61K31/122 | A61K36/185,Pharmaceutical,South Korea,2012
KR-101247585-B1,Sludge Automatic Discharge Device of Inclined Plate Sedimentation System,20121017,20130326,48182583,YU YEUNG CHEOL | UNION ENVIRONMENT CO LTD,C02F2201/00 | C02F2209/42 | C02F2209/00 | C02F | C02F1/5209 | C02F1/52 | C02F1/00 | C02F2201/002,Water Treatment,South Korea,2012
KR-101250766-B1,Animal carcass processor with deodorizing function,20120213,20130403,48442338,LEE TAE KKI,C02F1/00 | C02F | C02F1/001,Water Treatment,South Korea,2012
KR-101254782-B1,Air hardening type high strength mechanical structural parts steel without oil quenching and tempering after carburizing heat treatment and manufacturing method,20120404,20130415,48443171,SEAH BESTEEL CORP,C22C38/24 | C22C38/18 | C21 | C22C38/02 | C22 | C21D1/00 | C22C38/00 | C22C38/32 | C21D | C21D8/00 | C22C38/06 | C21D1/18 | C22C | C22C38/22 | C22C38/26 | C22C38/04,Metallurgy & Alloys,South Korea,2012
KR-101255725-B1,Forward osmosis process integrated solute recovery system,20120703,20130417,48443344,KOREA MACH & MATERIALS INST,C02F1/00 | C02F1/004 | C02F1/001 | C02F | C02F1/44,Water Treatment,South Korea,2012
KR-101265872-B1,Pharmaceutical composition for the prevention or treatment of osteoporosis comprising fracturin A or a pharmaceutically acceptable salt thereof as an active ingredient,20121130,20130522,48666516,UNIV SUNCHON NAT IND ACAD COOP,A61K31/37 | A61P19/08 | A61P19/00 | A61K | A61K31/335 | A61P19/10 | A61K31/366 | A61K31/365 | A61K31/352 | A61K31/35 | A61K31/00 | A61P | A61K31/33,Pharmaceutical,South Korea,2012
KR-101268370-B1,Composition Design Method of AB5-based Hydrogen Storage Alloys with Flat Pressure Control,20121119,20130528,48667027,KOREA INST GEOSCIENCE & MINERA,C22C | C22C30/00 | C22,Metallurgy & Alloys,South Korea,2012
KR-101277073-B1,Food waste disposal apparatus and method,20120328,20130620,48867410,LIM CHANG WAN,C02F2201/002 | C02F2201/00 | C02F11/131 | C02F11/122 | C02F2201/005 | C02F11/12 | C02F11/00 | C02F11/121 | C02F2209/00 | C02F | C02F11/13,Water Treatment,South Korea,2012
KR-101277804-B1,Barley Straw Mooring Device Using Artificial Structures,20121121,20130625,48867538,NAT INST ENVIRONMENTAL RES,C02F2103/00 | C02F2201/00 | C02F | C02F2103/007 | C02F2201/002 | C02F3/32 | C02F3/00,Water Treatment,South Korea,2012
KR-101279445-B1,"Chemicals for sewage treatment, methods for their preparation and methods for their use",20120316,20130627,48867765,B SUN,C02F11/14 | C02F11/12 | C02F | C02F1/66 | C02F1/00 | C02F1/283 | C02F1/28 | C02F11/00,Water Treatment,South Korea,2012
KR-101291556-B1,Barrel plating method using trivalent chromium,20121130,20130808,49219591,BAEKKWANG CO LTD,C25D17/18 | C25D21/00 | C25D3/02 | C25D3/00 | C25D21/12 | C25D3/04 | C25 | C25D17/00 | C25D17/16 | C25D | C25D17/20 | C25D3/06,Electrochemical,South Korea,2012
KR-101293177-B1,Flexible hybrid battery,20120207,20130812,49219851,GSNANOTECH CO LTD,H01M10/05 | H01M | H01M10/00 | H01M16/00,Electrochemical,South Korea,2012
KR-101307729-B1,Injectable compositions comprising polymeric microparticles with reduced initial drug release and methods for preparing the same,20121119,20130911,49455951,SK CHEMICALS CO LTD,A61K9/1629 | A61K9/1647 | A61K9/00 | A61K9/0019 | A61K9/1605 | A61K9/0012 | A61K9/16 | A61K | A61K9/1641 | A61K47/30 | A61K9/20 | A61K9/14 | A61K47/00,Pharmaceutical,South Korea,2012
KR-101318473-B1,Battery management system,20120503,20131016,47174453,SAMSUNG SDI CO LTD,H01M10/425 | H01M10/42 | H01M10/00 | H01M10/46 | H01M10/482 | H01M2220/20 | H01M10/48 | H01M2010/4271 | H01M10/44 | H01M2220/00 | H01M,Electrochemical,South Korea,2012
KR-101322127-B1,"Separator-Current Assembly, Fuel Cell Stacks Comprising the Same, and Manufacturing Method Thereof",20120511,20131028,49639288,POSCO,H01M | H01M8/24 | H01M8/00 | H01M8/02,Electrochemical,South Korea,2012
KR-101325622-B1,Method for preparing optical purity epoxide using sphinx microorganism having optical selective epoxide hydrolysis activity,20121108,20131106,49856816,GYEONGBUK INST FOR MARINE BIOINDUSTRY,A61K31/33 | A61K31/336 | A61K31/335 | A61K | A61K31/00,Pharmaceutical,South Korea,2012
KR-101327156-B1,Livestock Wastewater Bubble Remover,20120629,20131106,49857177,SEO SUNG KYOON,C02F1/20 | C02F1/00 | C02F1/40 | C02F2103/20 | C02F2201/00 | C02F2303/26 | C02F2103/00 | C02F2303/00 | C02F2201/002 | C02F,Water Treatment,South Korea,2012
KR-101330312-B1,Sintering Drum Mixer Washing Equipment,20120619,20131115,49857931,POSCO,C22B1/14 | C22B | C22 | C22B1/16 | C22B1/00,Metallurgy & Alloys,South Korea,2012
KR-101332258-B1,Two-Tone Plating Method Using Laser Etching,20120608,20131202,49986774,DAEYANG PLATECH INC | DAELYUK PLATING CO LTD | MACDERMID KOREA INC | HYUNDAI MOTOR CO LTD | KIA MOTORS CORP,C25D3/12 | C25 | C25D3/38 | C25D3/02 | C25D3/00 | C25F | C25D5/00 | C25D5/48 | C25D3/04 | C25F5/00 | C25D,Electrochemical,South Korea,2012
KR-101336172-B1,Leveling feet for converter lead and construction lift,20120921,20131205,49987104,SAM WOO,C21C5/42 | C21C | C21C5/28 | C21 | C21C5/44 | C21C5/00 | C21C5/441,Metallurgy & Alloys,South Korea,2012
KR-101337110-B1,Apparatus and method for producing mineral salt from concentrated seawater obtained from seawater desalination equipment,20120531,20131206,49987313,KIM JIN HO,C02F2103/08 | C02F1/00 | C02F1/04 | C02F1/10 | C02F | C02F1/12 | C02F2103/00 | C02F1/02,Water Treatment,South Korea,2012
KR-101341969-B1,"Segmented solid oxide fuel cell submodule, manufacturing method thereof and segmented solid oxide fuel cell module using same",20121015,20131216,49988411,KOREA ENERGY RESEARCH INST,H01M8/24 | H01M | H01M8/10 | H01M8/02 | H01M8/00 | H01M8/12,Electrochemical,South Korea,2012
KR-101342408-B1,Method for producing tin-silver alloy plating solution,20120622,20131217,49769636,SNSCHEM CO LTD | KIM DONG HYUN,C25D3/00 | C25D | C25D3/02 | C25D3/56 | C25 | C25D3/60 | C25D3/64,Electrochemical,South Korea,2012
KR-101346713-B1,Electric peening system,20120627,20140110,50144301,UNIV INJE IND ACAD COOPERATION,C21D | C21D7/00 | C21D7/04 | C21 | C21D7/06 | C21D7/02,Metallurgy & Alloys,South Korea,2012
KR-101348810-B1,"Separator for lithium sulfur battery, manufacturing method thereof and lithium sulfur battery comprising same",20120709,20140110,50144872,RES INST IND SCIENCE & TECH | POSCO | UNIST ACADEMY IND RES CORP,H01M10/05 | H01M4/382 | H01M4/02 | H01M10/0564 | H01M10/00 | H01M4/381 | H01M | H01M4/58 | H01M4/5815 | H01M10/056 | H01M4/581 | H01M4/38 | H01M4/00 | H01M4/36 | H01M10/0566,Electrochemical,South Korea,2012
KR-101351604-B1,Process for preparing cosmetic composition containing improved jadeite,20120907,20140115,50145581,YUN HA JEONG,A61K8/97 | A61K | A61K8/02 | A61K8/987 | A61K8/96 | A61K8/00 | A61K8/98 | A61K8/988 | A61K8/18 | A61K2800/00 | A61K2800/80,Pharmaceutical,South Korea,2012
KR-101352011-B1,Multi-segment internal combustion hot stove,20121109,20140122,50145670,POSCO ENG & CONSTR CO LTD,C21 | C21B | C21B9/00 | C21B9/14 | C21B9/02 | C21B9/04,Metallurgy & Alloys,South Korea,2012
KR-101355088-B1,Blast Furnace Charter Removal Device,20121113,20140123,50146339,POSCO,C21B7/00 | C21B7/24 | C21B | C21 | C21B7/14,Metallurgy & Alloys,South Korea,2012
KR-101365461-B1,Slide conveyor,20121130,20140220,50271569,KUM SUNG E & C CO LTD | GU SEUL,C02F1/40 | C02F | C02F1/00,Water Treatment,South Korea,2012
KR-101374766-B1,Nail art device,20121226,20140317,50648811,AHRONG ELTECH CO LTD,A61K2800/40 | A61K2800/00 | A61K | A61K2800/47,Pharmaceutical,South Korea,2012
KR-101384367-B1,Multi-miscible water treatment device,20121011,20140414,50657429,SEOL DONG HWA | GREEN INST OF TECHNOLOGY CO LTD | YANG HYEON,C02F | C02F3/20 | C02F1/52 | C02F3/00 | C02F1/34 | C02F3/208 | C02F1/36 | C02F1/20 | C02F9/00 | C02F1/00 | C02F3/12 | C02F3/02,Water Treatment,South Korea,2012
KR-101401628-B1,Tablet for improving hepatic function and method of manufacturing thereof,20121224,20140602,51131364,SAMSUNG PHARM CO LTD,A61K | A61K9/20 | A61K47/08 | A61K47/30 | A61K31/575 | A61K47/10 | A61K47/06 | A61K2121/00 | A61K47/12 | A61K47/38 | A61K31/00 | A61K47/00 | A61K31/56 | A61K47/36 | A61K9/00,Pharmaceutical,South Korea,2012
KR-101408228-B1,Method for decarburizing stainless steel,20121228,20140616,51133114,POSCO,C21C7/04 | C21C2200/00 | C21C7/00 | C21C | C21C7/068 | C21 | C21C7/072,Metallurgy & Alloys,South Korea,2012
KR-101409639-B1,Interconnect for SOFC and Method for manufacturing the interconnect,20121221,20140618,50975013,SAMSUNG ELECTRO MECH,H01M8/0228 | H01M8/02 | H01M | H01M2008/1293 | H01M8/0215 | H01M8/0204 | H01M8/0206 | H01M8/0202 | H01M8/0223 | H01M8/00 | H01M8/12 | H01M8/10,Electrochemical,South Korea,2012
KR-101291062-B1,Alkali-resistant surface treatment method of vehicle exterior material,20130430,20130801,49219564,MOA TECHNOLOGY CO LTD,C25D11/18 | C25D11/16 | C25D11/04 | C25D11/02 | C25D11/24 | C25D11/08 | C25 | C25D | C25D11/243 | C25D11/06 | C25D11/00,Electrochemical,South Korea,2013
KR-101299484-B1,Automatic taping device for fuel cell stack,20130521,20130829,49221124,KNS CO LTD,H01M8/00 | H01M8/02 | H01M,Electrochemical,South Korea,2013
KR-101300767-B1,Stacked filtration device with excellent filtration and washing efficiency,20130724,20130829,49221344,KOLON WATER & ENERGY CO LTD,C02F | C02F1/001 | C02F2001/007 | C02F1/00,Water Treatment,South Korea,2013
KR-101308906-B1,Manhole with odor deodorizer,20130228,20130923,49456208,PRO MED KOREA PTY LTD,C02F2303/00 | C02F1/001 | C02F1/00 | C02F2303/02 | C02F,Water Treatment,South Korea,2013
KR-101320950-B1,Cosmetic composition containing banana leaf and petal extract as active ingredients,20130507,20131023,49639042,ACT CO LTD,A61K8/97 | A61K8/96 | A61K2236/00 | A61K2236/33 | A61K | A61K8/00 | A61K2236/30 | A61K8/18 | A61K2236/333,Pharmaceutical,South Korea,2013
KR-101326037-B1,Water circulation device using sunlight,20130828,20131107,49856913,DONGHWA MACHINERY ENGINEERING CO LTD,C02F1/008 | C02F2201/00 | C02F1/00 | C02F2103/00 | C02F1/24 | C02F2103/007 | C02F | C02F2201/009 | C02F2201/002,Water Treatment,South Korea,2013
KR-101333746-B1,Wastewater Treatment System with Ultraviolet Sterilizer,20130830,20131206,49986805,GANA N TECH CO LTD,C02F1/325 | C02F2201/322 | C02F1/30 | C02F2303/00 | C02F2201/00 | C02F1/00 | C02F2201/3222 | C02F | C02F2201/32 | C02F2303/04 | C02F2201/002 | C02F2201/3228 | C02F1/32,Water Treatment,South Korea,2013
KR-101337393-B1,Reactor for food waste recycling device,20130708,20131206,49987379,SHINHWA IND CO LTD,C02F1/34 | C02F | C02F1/72 | C02F1/78 | C02F1/36 | C02F1/00,Water Treatment,South Korea,2013
KR-101338233-B1,Apparatus and method for recovering useful metals in concentrated water by seawater desalination,20130603,20131210,49987568,AE CORP,C22B | C02F1/00 | C02F2103/00 | C02F2001/427 | C22 | C22B26/12 | C02F1/44 | C22B26/00 | C02F1/42 | C02F1/441 | C02F | C22B26/10 | C02F2001/425 | C02F2103/08,Metallurgy & Alloys | Water Treatment,South Korea,2013
KR-101339718-B1,Reactor of multi-point steam injection method and organic waste treatment device having same,20130702,20131210,49987926,BOOKANG TECH CO LTD,C02F2303/06 | C02F11/10 | C02F11/02 | C02F2201/00 | C02F2103/22 | C02F2303/00 | C02F | C02F2103/20 | C02F11/00 | C02F11/04 | C02F2201/002 | C02F2103/00 | C02F11/18,Water Treatment,South Korea,2013
KR-101340021-B1,Method for producing a composition for improving gum disease and a composition for improving gum disease produced thereby,20130717,20131210,49987993,HWANG TAE IK,A61K36/18 | A61K36/736 | A61K36/725 | A61K36/73 | A61K2236/33 | A61K | A61K36/185 | A61K2236/00 | A61K2236/30 | A61K2236/331 | A61K36/00 | A61K36/76 | A61K36/72,Pharmaceutical,South Korea,2013
KR-101354840-B1,Fermentation and extinguishing food processing device that recycles sludge of food waste,20131104,20140127,50146290,PARK YUL WOONG | EMY CO LTD,C02F | C02F2103/06 | C02F2103/00,Water Treatment,South Korea,2013
KR-101361672-B1,Easy to install water treatment filtration system,20130926,20140211,50270646,YOUNG DONG ENGINEERING CO LTD,C02F2303/00 | C02F1/001 | C02F1/00 | C02F2303/16 | C02F,Water Treatment,South Korea,2013
KR-101364491-B1,Sludge Energy Generator Using Oxidative Dehydration and Dry Combustion,20131024,20140220,50271350,HSSU IND CO LTD | KOREA ENG CONSULTANTS CORP,C02F2201/002 | C02F2303/00 | C02F2303/02 | C02F11/12 | C02F11/02 | C02F11/121 | C02F11/13 | C02F | C02F11/00 | C02F2303/10 | C02F2201/00,Water Treatment,South Korea,2013
KR-101368617-B1,Corrosion-resistant rare earth sintered permanent magnet and manufacturing method therefor,20130416,20140325,50647182,STAR GROUP IND CO LTD,C22C | C22 | C22C38/00 | C22C38/005,Metallurgy & Alloys,South Korea,2013
KR-101370806-B1,"Sulfonated polyether sulfone copolymer containing a hydroxy group and a method of manufacturing the same, a polymer electrolyte membrane for a fuel cell and a membrane electrode assembly comprising the same",20130502,20140312,50513814,KOREA INST SCI & TECH,H01M8/1072 | H01M8/00 | H01M8/102 | H01M8/10 | H01M8/1018 | H01M2008/1095 | H01M8/1016 | H01M2300/00 | H01M2300/0065 | H01M8/1069 | H01M2300/0017 | H01M8/1027 | H01M | H01M2300/0082,Electrochemical,South Korea,2013
KR-101375239-B1,Manufacturing method of packaging material for battery case and packaging material thereby,20131206,20140318,50648921,YOUNGCHANG HIGH TECH MATERIALS CO LTD | SHINCHANG HOTMELT CO LTD,H01M10/00 | H01M2220/00 | H01M10/0525 | H01M10/052 | H01M10/05 | H01M2220/30 | H01M,Electrochemical,South Korea,2013
KR-101376135-B1,Method for physically enclosing a liposome containing an active ingredient in a hydrogel particle and a cosmetic composition containing the same,20131029,20140319,50649095,WHA CHEON CO LTD,A61K8/30 | A61K8/355 | A61K8/35 | A61K8/33 | A61K8/00 | A61K9/00 | A61K | A61K9/0012 | A61K9/5026 | A61K8/67 | A61K8/68 | A61K9/14 | A61K8/11 | A61K8/671 | A61K9/48 | A61K9/127 | A61K9/06 | A61K8/18 | A61K8/04 | A61K8/02 | A61K9/5021 | A61K9/50 | A61K9/10 | A61K9/5005 | A61K8/14 | A61K9/16 | A61K8/042 | A61K9/0014,Pharmaceutical,South Korea,2013
KR-101381798-B1,New Bacteriophage and Antimicrobial Compositions Comprising the Same,20130227,20140407,50656668,CJ CHEILJEDANG CORP,A61K35/00 | A61K | A61K35/66 | A61P31/00 | A61K35/76 | A61P31/04 | A61P,Pharmaceutical,South Korea,2013
KR-101385666-B1,Radioactive waste water treatment system and method for treating radioactive waste water using the same,20130123,20140424,50657784,DAEWOO ENG & CONSTR CO LTD,C02F1/281 | C02F1/00 | C02F1/28 | C02F,Water Treatment,South Korea,2013
KR-101388342-B1,Prediction method of coke reactivity index of blast furnace shaft part,20130228,20140422,50658482,HYUNDAI STEEL CO,C21B | C21B7/00 | C21B7/24 | C21,Metallurgy & Alloys,South Korea,2013
KR-101394907-B1,Vehicle Battery Locator,20130418,20140514,50894067,UNIV KOOKMIN IND ACAD COOP FOUND,H01M2220/00 | H01M2220/20 | H01M,Electrochemical,South Korea,2013
KR-101400337-B1,Apparatus and method for producing sintered ores,20130328,20140527,50895513,HYUNDAI STEEL CO,C22B1/16 | C22B1/00 | C22 | C22B1/14 | C22B | C22B1/20,Metallurgy & Alloys,South Korea,2013
KR-101400394-B1,Energy acquisition system for wastewater treatment plant,20131104,20140530,50895531,EM CO LTD,C02F3/00 | C02F | C02F3/02,Water Treatment,South Korea,2013
KR-101402981-B1,Porous separator for secondary cell electro-spun an inorganic polymer on a polyolefin substrate and its manufacturing method,20130314,20140603,51131656,FINETEX ENE INC,H01M50/44 | H01M | H01M50/00 | H01M50/40 | H01M50/403 | H01M50/431 | H01M50/409,Electrochemical,South Korea,2013
KR-101411285-B1,Manufacturing method of the composite electrolyte membrane of second battery,20130314,20140624,51134016,FINETEX ENE INC,H01M50/411 | H01M50/46 | H01M50/00 | H01M50/44 | H01M50/403 | H01M50/40 | H01M | H01M50/409,Electrochemical,South Korea,2013
KR-101412338-B1,Structure of cooler for blast furnace,20130430,20140625,51134547,HYUNDAI STEEL CO,C21 | C21B | C21B7/10 | C21B7/00,Metallurgy & Alloys,South Korea,2013
KR-101424643-B1,Method for manufacturing cast metal pin iron,20130403,20140801,51749001,POSCO,C21C1/02 | C21C | C21C7/064 | C21 | C21C1/00 | C21C7/00 | C21C7/04 | C21C5/00,Metallurgy & Alloys,South Korea,2013
KR-101427381-B1,Protocatechuic acid derivatives with antithrombotic activity and use therof,20130312,20140807,51749776,UNIV CHOSUN IACF,A61K | A61K31/19 | A61K31/00 | A61K31/185,Pharmaceutical,South Korea,2013
KR-101434855-B1,Cream coated hydrogel mask,20130814,20140902,51758834,KIM JOO WON,A61K8/0254 | A61K8/04 | A61K8/042 | A61K8/06 | A61K | A61K8/02 | A61K8/18 | A61K8/00 | A61K8/0241 | A61K8/0258 | A61K8/922 | A61K8/0212 | A61K8/92,Pharmaceutical,South Korea,2013
KR-101435170-B1,Apparatus for slag granulation,20130227,20140902,51758855,HYUNDAI STEEL CO,C21B | C21B3/00 | C21 | C21B3/06 | C21B3/04 | C21B2200/00 | C21B3/08,Metallurgy & Alloys,South Korea,2013
KR-101436005-B1,Method for controlling photovoltaic power generating system with dual inverters,20130410,20140902,51758926,HANNAM UNITY CO LTD,H01M10/00 | H01M10/42 | H01M | H01M10/44 | H01M10/441,Electrochemical,South Korea,2013
KR-101438332-B1,Composition for preventing hair loss or promoting hair growth comprising forsythiaside-A,20130905,20140904,51759523,UNIV KYUNG HEE UNIV IND COOP GROUP,A61K31/7034 | A61K31/7028 | A61K31/70 | A61K8/602 | A61K8/00 | A61K | A61K31/7016 | A61K31/00 | A61K8/18 | A61K8/30 | A61K8/60,Pharmaceutical,South Korea,2013
KR-101439512-B1,manufacturing method of antibacterial alloy for dental prosthesis,20130304,20140917,51759895,TOP PLUS,C22C1/045 | C22 | C22C1/04 | C22B9/16 | C22B9/20 | C22B | C22C1/0458 | C22C | C22B9/00 | C22C1/00,Metallurgy & Alloys,South Korea,2013
KR-101444261-B1,Novel scolopendrazine 1 peptide and its composition isolated from Wang Ji,20130411,20140929,51761075,REPUBLIC KOREA MAN RURAL DEV,A61K8/64 | A61K | A61K2800/52 | A61K38/00 | A61K38/17 | A61K2800/524 | A61K38/16 | A61K8/30 | A61K2800/40 | A61K8/18 | A61K2800/00 | A61K38/1767 | A61K8/00,Pharmaceutical,South Korea,2013
KR-101458466-B1,Oral preparation having micelles that encapsulate immunosuppressant,20130624,20141107,52287140,KOREA RES INST CHEM TECH,A61K47/00 | A61K38/13 | A61K38/04 | A61K47/30 | A61K9/1277 | A61K47/08 | A61K38/00 | A61K | A61K47/10 | A61K9/00 | A61K38/12 | A61K9/0053 | A61K9/0012 | A61K9/10 | A61K9/127 | A61K47/06 | A61K47/34,Pharmaceutical,South Korea,2013
KR-101464723-B1,Composition for growth and immune enhancing and manufacturing method thereof for replacing antibiotics,20130614,20141124,52291474,NEL BIOTECH CO LTD,A61K35/02 | A61K35/00 | A61K,Pharmaceutical,South Korea,2013
KR-101466643-B1,Seawater water-purifying device for fish transportation vehicles,20130809,20141211,52676914,KIM BO HOON,C02F1/00 | C02F | C02F1/28,Water Treatment,South Korea,2013
